thanh_pho,quan_huyen,dien_tich_m2,so_phong_ngu,so_phong_tam,so_tang,mat_tien_m,huong_nha,phap_ly,gia_trieu_vnd,gia_trieu_per_m2
TP.HCM,Quận 1,90.0,2,1,5,3.0,Đông Nam,Sổ đỏ/Sổ hồng,32967.2,366.3
Hải Phòng,Ngô Quyền,202.7,4,4,4,5.0,Tây Nam,Hợp đồng mua bán,8529.7,42.08
TP.HCM,Quận 3,224.2,1,1,3,2.0,Tây Nam,Sổ đỏ/Sổ hồng,47257.6,210.78
Đà Nẵng,Hải Châu,208.6,4,4,3,12.0,Tây Nam,Sổ đỏ/Sổ hồng,16942.7,81.22
Hà Nội,Hai Bà Trưng,40.1,2,1,1,5.0,Tây Nam,Sổ đỏ/Sổ hồng,5484.3,136.77
Hà Nội,Long Biên,260.4,3,2,4,4.0,Tây,Sổ đỏ/Sổ hồng,28859.9,110.83
TP.HCM,Quận 7,60.4,3,3,3,6.0,Nam,Sổ đỏ/Sổ hồng,8525.2,141.14
Hà Nội,Đống Đa,195.8,3,3,4,12.0,Tây Nam,Sổ đỏ/Sổ hồng,39209.0,200.25
Đà Nẵng,Thanh Khê,74.1,4,3,3,12.0,Tây Nam,Hợp đồng mua bán,5011.4,67.63
Đà Nẵng,Liên Chiểu,314.7,3,3,2,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,15608.8,49.6
Hà Nội,Thanh Xuân,284.7,3,2,4,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,47109.7,165.47
Hà Nội,Hà Đông,291.2,2,1,1,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,29861.8,102.55
TP.HCM,Bình Thạnh,171.3,3,2,5,10.0,Tây Bắc,Hợp đồng mua bán,20929.5,122.18
TP.HCM,Quận 2,227.7,3,3,2,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,45202.8,198.52
Hải Phòng,Ngô Quyền,57.6,3,2,3,3.0,Nam,Sổ đỏ/Sổ hồng,2655.8,46.11
TP.HCM,Quận 3,272.7,3,3,5,3.0,Nam,Sổ đỏ/Sổ hồng,57826.4,212.05
Hải Phòng,Hồng Bàng,314.8,5,4,4,3.0,Đông Bắc,Sổ đỏ/Sổ hồng,17933.3,56.97
TP.HCM,Quận 1,312.3,4,4,5,3.0,Tây,Sổ đỏ/Sổ hồng,78396.0,251.03
TP.HCM,Quận 3,143.4,2,1,2,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,31711.9,221.14
TP.HCM,Quận 9,270.7,2,1,3,2.0,Đông Nam,Sổ đỏ/Sổ hồng,26170.4,96.68
Hải Phòng,Hồng Bàng,39.6,2,2,5,4.0,Nam,Sổ đỏ/Sổ hồng,1926.8,48.66
TP.HCM,Gò Vấp,206.0,4,3,3,5.0,Bắc,Đang chờ sổ,16121.2,78.26
TP.HCM,Bình Thạnh,30.2,3,2,3,2.0,Đông Nam,Sổ đỏ/Sổ hồng,3299.2,109.25
TP.HCM,Phú Nhuận,126.2,2,2,4,5.0,Tây,Sổ đỏ/Sổ hồng,25449.2,201.66
Hà Nội,Hoàng Mai,111.0,2,2,2,6.0,Đông Nam,Sổ đỏ/Sổ hồng,10428.9,93.95
Đà Nẵng,Thanh Khê,310.7,4,4,2,4.0,Bắc,Sổ đỏ/Sổ hồng,14639.8,47.12
Cần Thơ,Ninh Kiều,37.4,2,2,1,12.0,Tây Nam,Sổ đỏ/Sổ hồng,1912.6,51.14
Hải Phòng,Kiến An,270.2,3,3,3,3.0,Đông Bắc,Hợp đồng mua bán,9308.7,34.45
TP.HCM,Tân Bình,61.3,3,3,3,2.0,Tây Bắc,Hợp đồng mua bán,5850.8,95.45
Hải Phòng,Kiến An,32.2,1,1,5,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,1266.7,39.34
Hà Nội,Đống Đa,202.3,4,3,2,6.0,Đông,Đang chờ sổ,24655.9,121.88
Đà Nẵng,Liên Chiểu,308.0,4,3,3,8.0,Bắc,Sổ đỏ/Sổ hồng,17077.0,55.44
TP.HCM,Quận 7,84.4,3,2,4,4.0,Tây,Hợp đồng mua bán,12280.0,145.5
Đà Nẵng,Ngũ Hành Sơn,143.2,3,2,4,8.0,Tây Nam,Sổ đỏ/Sổ hồng,8103.2,56.59
Đà Nẵng,Sơn Trà,59.2,5,5,4,5.0,Tây Bắc,Sổ đỏ/Sổ hồng,4302.9,72.68
Hà Nội,Nam Từ Liêm,97.0,4,3,1,5.0,Đông Bắc,Sổ đỏ/Sổ hồng,11264.7,116.13
Hà Nội,Thanh Xuân,67.5,2,1,2,10.0,Tây Nam,Sổ đỏ/Sổ hồng,9508.7,140.87
Đà Nẵng,Thanh Khê,198.3,2,2,3,8.0,Tây,Sổ đỏ/Sổ hồng,9117.2,45.98
TP.HCM,Quận 1,313.2,4,3,3,4.0,Bắc,Sổ đỏ/Sổ hồng,104088.7,332.34
Hải Phòng,Kiến An,118.6,4,3,5,5.0,Tây Nam,Hợp đồng mua bán,3749.6,31.62
TP.HCM,Gò Vấp,113.7,3,3,1,8.0,Tây Bắc,Đang chờ sổ,10018.8,88.12
Hà Nội,Đống Đa,280.3,4,4,3,5.0,Tây Bắc,Sổ đỏ/Sổ hồng,34940.8,124.66
TP.HCM,Quận 2,103.3,2,2,3,2.0,Tây,Hợp đồng mua bán,12000.4,116.17
Hà Nội,Đống Đa,25.1,4,4,5,5.0,Bắc,Sổ đỏ/Sổ hồng,4062.9,161.87
TP.HCM,Thủ Đức,43.1,2,2,4,6.0,Bắc,Sổ đỏ/Sổ hồng,4271.5,99.11
TP.HCM,Tân Bình,64.5,2,1,3,6.0,Bắc,Sổ đỏ/Sổ hồng,8961.8,138.94
Cần Thơ,Bình Thủy,98.9,2,1,5,6.0,Nam,Sổ đỏ/Sổ hồng,4709.1,47.61
Hải Phòng,Kiến An,62.3,1,1,2,3.0,Đông Bắc,Hợp đồng mua bán,1543.8,24.78
Hà Nội,Đống Đa,58.3,4,4,1,12.0,Tây Nam,Sổ đỏ/Sổ hồng,7925.4,135.94
TP.HCM,Quận 1,290.1,4,4,3,12.0,Đông Nam,Hợp đồng mua bán,89377.2,308.09
Hà Nội,Hoàng Mai,54.5,2,2,2,8.0,Bắc,Sổ đỏ/Sổ hồng,4271.0,78.37
Hà Nội,Hà Đông,259.6,5,5,1,8.0,Nam,Hợp đồng mua bán,25469.8,98.11
Hà Nội,Hoàng Mai,335.1,3,2,1,6.0,Đông Nam,Sổ đỏ/Sổ hồng,32177.3,96.02
Hải Phòng,Hồng Bàng,172.2,4,3,3,6.0,Tây,Sổ đỏ/Sổ hồng,9106.3,52.88
Hải Phòng,Hồng Bàng,227.3,2,1,3,2.0,Đông Nam,Hợp đồng mua bán,11661.2,51.3
TP.HCM,Tân Bình,26.2,3,2,3,6.0,Bắc,Đang chờ sổ,2663.3,101.65
TP.HCM,Bình Thạnh,36.1,4,4,5,6.0,Đông Bắc,Đang chờ sổ,3273.6,90.68
Hải Phòng,Lê Chân,203.5,2,1,3,10.0,Nam,Sổ đỏ/Sổ hồng,11992.8,58.93
TP.HCM,Quận 2,66.4,5,4,3,4.0,Đông Nam,Đang chờ sổ,7937.3,119.54
Hải Phòng,Ngô Quyền,309.1,3,3,1,4.0,Đông Nam,Sổ đỏ/Sổ hồng,11583.7,37.48
TP.HCM,Quận 3,244.6,4,3,3,4.0,Đông Bắc,Hợp đồng mua bán,44718.1,182.82
TP.HCM,Quận 7,107.1,5,4,4,10.0,Đông Nam,Hợp đồng mua bán,17351.3,162.01
Hà Nội,Cầu Giấy,269.5,2,2,3,6.0,Tây Nam,Hợp đồng mua bán,37931.5,140.75
Đà Nẵng,Sơn Trà,153.7,5,5,2,10.0,Tây Nam,Sổ đỏ/Sổ hồng,10863.5,70.68
Hải Phòng,Kiến An,268.6,3,3,3,5.0,Tây,Sổ đỏ/Sổ hồng,9191.2,34.22
Hà Nội,Cầu Giấy,213.1,3,3,1,4.0,Bắc,Sổ đỏ/Sổ hồng,31517.1,147.9
TP.HCM,Gò Vấp,175.7,3,3,2,2.0,Nam,Đang chờ sổ,15690.8,89.3
TP.HCM,Thủ Đức,32.8,4,3,3,2.0,Tây Nam,Sổ đỏ/Sổ hồng,2484.8,75.76
Đà Nẵng,Ngũ Hành Sơn,228.9,3,2,2,6.0,Đông,Sổ đỏ/Sổ hồng,15116.4,66.04
Hà Nội,Cầu Giấy,225.4,2,2,2,2.0,Bắc,Sổ đỏ/Sổ hồng,29954.3,132.89
Hà Nội,Hoàn Kiếm,343.3,4,4,3,3.0,Bắc,Hợp đồng mua bán,74252.0,216.29
Cần Thơ,Bình Thủy,259.9,3,3,4,3.0,Đông Nam,Sổ đỏ/Sổ hồng,10408.1,40.05
TP.HCM,Bình Thạnh,138.4,3,2,2,10.0,Tây Bắc,Sổ đỏ/Sổ hồng,16460.4,118.93
TP.HCM,Quận 7,242.8,3,2,3,2.0,Tây,Sổ đỏ/Sổ hồng,35202.3,144.98
Đà Nẵng,Sơn Trà,272.9,3,3,3,2.0,Đông Nam,Sổ đỏ/Sổ hồng,17638.6,64.63
Đà Nẵng,Liên Chiểu,179.0,3,2,5,12.0,Đông,Hợp đồng mua bán,9623.6,53.76
TP.HCM,Tân Bình,69.9,4,4,2,5.0,Tây Nam,Sổ đỏ/Sổ hồng,8545.6,122.25
Đà Nẵng,Thanh Khê,147.5,3,3,2,8.0,Đông Nam,Sổ đỏ/Sổ hồng,8690.2,58.92
Hà Nội,Đống Đa,204.9,3,2,1,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,34640.5,169.06
Hà Nội,Cầu Giấy,152.4,3,3,2,5.0,Đông Nam,Hợp đồng mua bán,23143.5,151.86
TP.HCM,Quận 1,292.5,5,5,3,5.0,Đông,Sổ đỏ/Sổ hồng,85956.9,293.87
Hà Nội,Ba Đình,42.3,5,4,3,12.0,Đông Nam,Sổ đỏ/Sổ hồng,10961.2,259.13
TP.HCM,Thủ Đức,188.3,2,2,4,12.0,Đông,Sổ đỏ/Sổ hồng,25280.6,134.26
TP.HCM,Quận 7,100.6,3,2,3,4.0,Nam,Hợp đồng mua bán,13360.4,132.81
Hà Nội,Hoàng Mai,246.8,2,2,2,10.0,Đông,Sổ đỏ/Sổ hồng,19460.8,78.85
Hà Nội,Ba Đình,182.8,3,3,2,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,31823.5,174.09
Hà Nội,Thanh Xuân,93.9,3,2,3,8.0,Đông Bắc,Sổ đỏ/Sổ hồng,12940.4,137.81
Hà Nội,Long Biên,42.2,4,4,2,6.0,Tây Nam,Sổ đỏ/Sổ hồng,3309.9,78.43
TP.HCM,Quận 7,340.3,4,4,2,6.0,Đông Nam,Sổ đỏ/Sổ hồng,56559.5,166.2
Hà Nội,Hai Bà Trưng,207.4,3,2,5,2.0,Đông Nam,Sổ đỏ/Sổ hồng,29330.0,141.42
Đà Nẵng,Liên Chiểu,145.7,1,1,4,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,5092.3,34.95
Đà Nẵng,Ngũ Hành Sơn,38.3,2,1,4,12.0,Đông,Hợp đồng mua bán,2326.8,60.75
TP.HCM,Quận 7,94.5,3,3,2,12.0,Tây,Hợp đồng mua bán,11680.2,123.6
TP.HCM,Quận 1,163.9,3,3,4,3.0,Nam,Đang chờ sổ,43731.7,266.82
TP.HCM,Quận 7,56.1,3,2,2,8.0,Tây Nam,Sổ đỏ/Sổ hồng,8069.5,143.84
Cần Thơ,Cái Răng,189.2,5,4,3,3.0,Tây Bắc,Hợp đồng mua bán,5248.5,27.74
Hải Phòng,Ngô Quyền,247.4,2,2,3,3.0,Đông Nam,Đang chờ sổ,11297.7,45.67
Cần Thơ,Ninh Kiều,70.6,3,2,1,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,3872.3,54.85
TP.HCM,Tân Bình,58.7,2,1,5,10.0,Nam,Sổ đỏ/Sổ hồng,7581.1,129.15
TP.HCM,Tân Bình,90.0,5,4,2,4.0,Đông,Hợp đồng mua bán,8279.5,91.99
Đà Nẵng,Sơn Trà,281.7,2,2,5,4.0,Đông,Sổ đỏ/Sổ hồng,19512.0,69.27
Cần Thơ,Cái Răng,93.8,4,3,4,12.0,Tây Bắc,Hợp đồng mua bán,2760.1,29.43
Hà Nội,Đống Đa,41.3,3,3,2,2.0,Đông,Sổ đỏ/Sổ hồng,5832.0,141.21
Cần Thơ,Ninh Kiều,153.9,3,3,2,2.0,Tây Nam,Hợp đồng mua bán,6521.0,42.37
TP.HCM,Phú Nhuận,317.8,3,2,1,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,54729.4,172.21
Hà Nội,Ba Đình,171.7,5,4,3,4.0,Nam,Sổ đỏ/Sổ hồng,45066.5,262.47
Hà Nội,Hà Đông,75.8,3,2,3,2.0,Nam,Sổ đỏ/Sổ hồng,6253.2,82.5
TP.HCM,Quận 7,39.2,2,2,2,5.0,Bắc,Sổ đỏ/Sổ hồng,4788.9,122.17
TP.HCM,Quận 3,83.0,1,1,3,2.0,Tây,Sổ đỏ/Sổ hồng,18309.4,220.6
TP.HCM,Quận 2,241.3,3,2,4,6.0,Bắc,Sổ đỏ/Sổ hồng,34641.9,143.56
TP.HCM,Thủ Đức,86.3,2,2,3,10.0,Bắc,Đang chờ sổ,7235.2,83.84
Hà Nội,Hoàn Kiếm,123.8,3,2,3,10.0,Đông Nam,Sổ đỏ/Sổ hồng,33825.8,273.23
Hà Nội,Ba Đình,293.5,1,1,2,3.0,Bắc,Hợp đồng mua bán,41211.0,140.41
Đà Nẵng,Sơn Trà,73.6,2,2,4,8.0,Nam,Đang chờ sổ,5544.2,75.33
Đà Nẵng,Sơn Trà,121.2,2,1,2,10.0,Bắc,Hợp đồng mua bán,7311.0,60.32
Hà Nội,Hoàn Kiếm,245.3,3,3,2,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,57656.5,235.04
Đà Nẵng,Thanh Khê,96.4,2,1,1,8.0,Tây Nam,Sổ đỏ/Sổ hồng,6034.2,62.6
TP.HCM,Quận 3,286.4,2,1,1,12.0,Tây Nam,Đang chờ sổ,46870.4,163.65
TP.HCM,Tân Bình,124.5,4,3,3,10.0,Đông Bắc,Hợp đồng mua bán,16667.6,133.88
Hà Nội,Cầu Giấy,156.0,3,3,2,6.0,Tây Nam,Hợp đồng mua bán,20947.2,134.28
TP.HCM,Quận 3,308.5,3,3,1,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,63541.2,205.97
Hà Nội,Hoàn Kiếm,294.3,5,5,3,10.0,Đông,Sổ đỏ/Sổ hồng,93641.1,318.18
Hà Nội,Đống Đa,213.6,4,4,4,5.0,Bắc,Hợp đồng mua bán,29631.8,138.73
TP.HCM,Gò Vấp,108.4,2,2,2,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,11595.0,106.96
TP.HCM,Phú Nhuận,119.1,4,4,2,3.0,Nam,Sổ đỏ/Sổ hồng,22874.8,192.06
Hà Nội,Cầu Giấy,278.0,2,2,3,4.0,Bắc,Hợp đồng mua bán,44740.6,160.94
Hà Nội,Ba Đình,214.0,2,2,3,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,52781.9,246.64
Hà Nội,Hà Đông,151.0,2,2,1,10.0,Bắc,Hợp đồng mua bán,14413.6,95.45
Hà Nội,Thanh Xuân,92.8,4,3,3,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,9898.0,106.66
Hà Nội,Hoàn Kiếm,49.5,1,1,3,12.0,Tây Nam,Hợp đồng mua bán,14440.3,291.72
TP.HCM,Quận 7,178.0,3,2,3,4.0,Đông,Sổ đỏ/Sổ hồng,29210.6,164.1
Đà Nẵng,Sơn Trà,112.8,1,1,4,5.0,Tây,Đang chờ sổ,5813.1,51.53
Đà Nẵng,Liên Chiểu,75.6,3,2,3,2.0,Bắc,Hợp đồng mua bán,2666.7,35.27
Hà Nội,Nam Từ Liêm,180.7,3,3,4,12.0,Tây,Sổ đỏ/Sổ hồng,17901.8,99.07
TP.HCM,Phú Nhuận,95.0,4,4,2,6.0,Đông,Sổ đỏ/Sổ hồng,19203.8,202.14
Hà Nội,Ba Đình,103.3,4,3,2,12.0,Tây Bắc,Đang chờ sổ,18686.9,180.9
Hà Nội,Hà Đông,44.9,5,4,2,4.0,Đông,Sổ đỏ/Sổ hồng,3800.2,84.64
Đà Nẵng,Sơn Trà,258.6,4,4,3,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,19690.9,76.14
Đà Nẵng,Thanh Khê,182.3,2,1,1,8.0,Đông,Sổ đỏ/Sổ hồng,9214.0,50.54
Đà Nẵng,Liên Chiểu,79.3,2,2,4,10.0,Tây Nam,Sổ đỏ/Sổ hồng,4175.3,52.65
Hải Phòng,Kiến An,225.8,4,4,3,4.0,Đông Bắc,Hợp đồng mua bán,6804.4,30.13
Đà Nẵng,Thanh Khê,63.5,3,3,4,3.0,Bắc,Sổ đỏ/Sổ hồng,3414.7,53.77
Hà Nội,Hà Đông,39.9,2,2,4,3.0,Nam,Hợp đồng mua bán,3310.3,82.96
Hà Nội,Hai Bà Trưng,127.9,3,3,3,3.0,Đông Bắc,Sổ đỏ/Sổ hồng,13120.1,102.58
Đà Nẵng,Thanh Khê,297.1,3,3,5,12.0,Đông,Hợp đồng mua bán,21393.0,72.01
Đà Nẵng,Thanh Khê,96.9,3,2,2,4.0,Tây Nam,Sổ đỏ/Sổ hồng,4269.9,44.07
Hà Nội,Cầu Giấy,100.7,3,3,1,4.0,Tây Bắc,Sổ đỏ/Sổ hồng,14159.7,140.61
Đà Nẵng,Hải Châu,315.8,2,1,1,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,20315.0,64.33
Đà Nẵng,Hải Châu,81.3,2,2,4,6.0,Bắc,Hợp đồng mua bán,6097.4,75.0
TP.HCM,Quận 1,74.0,3,3,3,12.0,Bắc,Sổ đỏ/Sổ hồng,29563.4,399.51
Hà Nội,Long Biên,122.2,3,3,3,4.0,Đông Nam,Hợp đồng mua bán,10465.2,85.64
Hà Nội,Hoàn Kiếm,82.9,5,5,2,12.0,Tây,Sổ đỏ/Sổ hồng,24915.1,300.54
Hà Nội,Thanh Xuân,201.4,4,4,3,4.0,Nam,Hợp đồng mua bán,22100.6,109.73
Cần Thơ,Bình Thủy,282.3,5,5,2,8.0,Đông,Sổ đỏ/Sổ hồng,9184.3,32.53
TP.HCM,Quận 9,206.6,2,2,4,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,17065.3,82.6
Hải Phòng,Lê Chân,181.4,3,2,3,10.0,Tây Nam,Sổ đỏ/Sổ hồng,8701.6,47.97
Cần Thơ,Cái Răng,282.5,5,5,2,3.0,Đông Bắc,Sổ đỏ/Sổ hồng,6759.3,23.93
Hà Nội,Nam Từ Liêm,349.7,3,2,1,8.0,Bắc,Sổ đỏ/Sổ hồng,34531.3,98.75
Hà Nội,Hai Bà Trưng,228.2,3,2,3,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,25571.2,112.06
Hà Nội,Hoàng Mai,102.9,4,3,2,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,11663.0,113.34
Hải Phòng,Ngô Quyền,199.7,3,3,3,5.0,Đông,Sổ đỏ/Sổ hồng,8607.6,43.1
Hà Nội,Long Biên,228.0,3,3,4,6.0,Tây Bắc,Đang chờ sổ,20150.5,88.38
Hà Nội,Hà Đông,278.2,3,3,3,10.0,Tây Nam,Sổ đỏ/Sổ hồng,22312.3,80.2
TP.HCM,Quận 1,49.5,5,5,3,5.0,Bắc,Sổ đỏ/Sổ hồng,12760.3,257.78
Hà Nội,Hà Đông,286.2,3,2,5,2.0,Tây,Sổ đỏ/Sổ hồng,19542.4,68.28
Đà Nẵng,Sơn Trà,57.5,3,2,2,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,3023.5,52.58
TP.HCM,Quận 7,313.4,1,1,2,8.0,Tây Nam,Sổ đỏ/Sổ hồng,53931.1,172.08
Hà Nội,Nam Từ Liêm,211.7,4,3,3,5.0,Đông,Sổ đỏ/Sổ hồng,20442.8,96.56
TP.HCM,Quận 2,301.1,3,2,3,4.0,Đông Bắc,Đang chờ sổ,38202.1,126.88
TP.HCM,Phú Nhuận,163.6,5,5,3,8.0,Nam,Sổ đỏ/Sổ hồng,27317.4,166.98
Hà Nội,Ba Đình,171.9,4,4,3,4.0,Tây Bắc,Sổ đỏ/Sổ hồng,33205.1,193.17
TP.HCM,Quận 9,197.3,5,5,3,2.0,Đông,Hợp đồng mua bán,12220.5,61.94
Hà Nội,Thanh Xuân,251.0,3,2,1,5.0,Đông Bắc,Hợp đồng mua bán,24746.0,98.59
Hà Nội,Long Biên,254.7,5,4,3,8.0,Đông,Sổ đỏ/Sổ hồng,32210.6,126.46
Hà Nội,Thanh Xuân,89.8,2,2,3,10.0,Nam,Đang chờ sổ,11929.3,132.84
Hải Phòng,Hồng Bàng,326.0,4,3,3,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,20345.7,62.41
Hà Nội,Ba Đình,261.6,2,1,1,4.0,Tây Bắc,Hợp đồng mua bán,35592.4,136.06
TP.HCM,Quận 3,27.0,3,2,4,8.0,Nam,Hợp đồng mua bán,4992.3,184.9
Hải Phòng,Hồng Bàng,330.6,4,3,5,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,16986.4,51.38
Đà Nẵng,Ngũ Hành Sơn,144.8,1,1,4,4.0,Nam,Sổ đỏ/Sổ hồng,11730.1,81.01
Đà Nẵng,Liên Chiểu,300.2,3,2,5,2.0,Đông Bắc,Hợp đồng mua bán,11998.3,39.97
TP.HCM,Phú Nhuận,214.2,4,4,3,5.0,Tây,Sổ đỏ/Sổ hồng,33442.8,156.13
Hà Nội,Hoàng Mai,85.5,3,2,2,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,7872.4,92.08
Hà Nội,Cầu Giấy,199.6,3,2,3,5.0,Tây Nam,Sổ đỏ/Sổ hồng,38479.7,192.78
TP.HCM,Thủ Đức,163.5,3,3,4,8.0,Tây,Hợp đồng mua bán,12112.8,74.08
Hải Phòng,Kiến An,349.6,3,2,3,5.0,Tây Nam,Sổ đỏ/Sổ hồng,10828.8,30.97
TP.HCM,Gò Vấp,283.9,3,2,4,2.0,Tây,Sổ đỏ/Sổ hồng,30056.1,105.87
Hà Nội,Hà Đông,244.2,3,3,4,3.0,Bắc,Sổ đỏ/Sổ hồng,19191.7,78.59
Cần Thơ,Bình Thủy,237.4,4,3,3,3.0,Nam,Hợp đồng mua bán,8481.7,35.73
Hà Nội,Cầu Giấy,57.2,4,3,3,5.0,Đông Bắc,Sổ đỏ/Sổ hồng,7793.5,136.25
Hà Nội,Hà Đông,270.4,2,1,2,4.0,Đông Nam,Sổ đỏ/Sổ hồng,22584.8,83.52
Hà Nội,Ba Đình,256.6,3,3,1,4.0,Tây Nam,Đang chờ sổ,32602.9,127.06
Hà Nội,Hoàng Mai,54.7,3,2,4,5.0,Đông,Sổ đỏ/Sổ hồng,5365.8,98.1
TP.HCM,Tân Bình,237.8,1,1,5,10.0,Đông,Sổ đỏ/Sổ hồng,27669.4,116.36
Hải Phòng,Kiến An,253.6,2,1,3,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,9274.4,36.57
Đà Nẵng,Ngũ Hành Sơn,329.8,1,1,2,12.0,Tây Nam,Sổ đỏ/Sổ hồng,20669.2,62.67
Cần Thơ,Cái Răng,61.5,4,3,2,12.0,Tây Nam,Hợp đồng mua bán,2164.3,35.19
Đà Nẵng,Ngũ Hành Sơn,25.6,3,2,2,4.0,Tây,Sổ đỏ/Sổ hồng,1224.0,47.81
TP.HCM,Quận 2,199.7,3,3,2,2.0,Đông Nam,Hợp đồng mua bán,26397.6,132.19
Hải Phòng,Ngô Quyền,207.5,4,3,3,6.0,Nam,Hợp đồng mua bán,10788.4,51.99
Hà Nội,Hai Bà Trưng,271.2,3,3,5,8.0,Đông Bắc,Sổ đỏ/Sổ hồng,42855.5,158.02
Hải Phòng,Hồng Bàng,188.9,4,3,3,5.0,Đông Bắc,Đang chờ sổ,7380.8,39.07
Hà Nội,Hai Bà Trưng,48.6,3,2,1,12.0,Bắc,Đang chờ sổ,4744.2,97.62
Đà Nẵng,Hải Châu,26.6,3,2,2,10.0,Tây,Sổ đỏ/Sổ hồng,2077.6,78.11
Hà Nội,Long Biên,318.9,2,2,2,2.0,Tây Bắc,Đang chờ sổ,16734.9,52.48
TP.HCM,Bình Thạnh,89.7,5,5,3,5.0,Đông Nam,Đang chờ sổ,11697.5,130.41
Hải Phòng,Kiến An,151.1,3,2,4,5.0,Tây,Sổ đỏ/Sổ hồng,4155.4,27.5
TP.HCM,Quận 3,261.1,2,1,5,2.0,Đông,Hợp đồng mua bán,57247.3,219.25
Cần Thơ,Ninh Kiều,197.0,1,1,4,12.0,Đông Nam,Hợp đồng mua bán,9988.0,50.7
Hà Nội,Ba Đình,113.6,3,2,3,12.0,Nam,Sổ đỏ/Sổ hồng,28277.7,248.92
Hà Nội,Long Biên,137.7,1,1,1,8.0,Nam,Sổ đỏ/Sổ hồng,12624.9,91.68
Hà Nội,Hai Bà Trưng,336.6,1,1,3,8.0,Đông Bắc,Sổ đỏ/Sổ hồng,50981.2,151.46
Cần Thơ,Cái Răng,220.4,4,4,5,3.0,Bắc,Sổ đỏ/Sổ hồng,7919.3,35.93
Hà Nội,Thanh Xuân,46.0,3,3,4,6.0,Đông Bắc,Hợp đồng mua bán,3909.9,85.0
TP.HCM,Quận 1,101.2,3,2,4,10.0,Tây,Sổ đỏ/Sổ hồng,33692.8,332.93
Hải Phòng,Lê Chân,261.4,3,3,3,2.0,Tây Bắc,Hợp đồng mua bán,10085.2,38.58
Hà Nội,Hai Bà Trưng,231.0,3,2,3,8.0,Bắc,Sổ đỏ/Sổ hồng,35522.8,153.78
Đà Nẵng,Liên Chiểu,231.8,3,2,3,2.0,Tây Nam,Sổ đỏ/Sổ hồng,10615.6,45.8
TP.HCM,Quận 9,135.2,3,3,2,3.0,Nam,Sổ đỏ/Sổ hồng,10244.5,75.77
TP.HCM,Thủ Đức,337.3,2,2,3,3.0,Đông,Sổ đỏ/Sổ hồng,35417.5,105.0
Hải Phòng,Kiến An,125.8,3,3,2,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,4449.0,35.37
Cần Thơ,Cái Răng,205.4,3,3,3,3.0,Đông Bắc,Đang chờ sổ,4180.2,20.35
Hải Phòng,Kiến An,58.3,2,1,1,10.0,Tây,Hợp đồng mua bán,1608.1,27.58
Hà Nội,Thanh Xuân,157.0,4,3,2,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,19517.3,124.31
Đà Nẵng,Liên Chiểu,216.3,3,2,1,3.0,Đông,Sổ đỏ/Sổ hồng,8793.6,40.65
Hải Phòng,Ngô Quyền,289.3,5,5,1,3.0,Tây Bắc,Hợp đồng mua bán,9604.9,33.2
TP.HCM,Bình Thạnh,309.9,4,3,2,3.0,Tây Nam,Sổ đỏ/Sổ hồng,32970.7,106.39
Hải Phòng,Hồng Bàng,260.3,3,3,3,10.0,Đông,Sổ đỏ/Sổ hồng,17868.7,68.65
TP.HCM,Bình Thạnh,248.2,3,2,2,10.0,Đông,Hợp đồng mua bán,26765.4,107.84
Đà Nẵng,Liên Chiểu,232.1,4,4,2,8.0,Đông Nam,Sổ đỏ/Sổ hồng,9630.9,41.49
Cần Thơ,Bình Thủy,180.0,3,3,2,3.0,Nam,Hợp đồng mua bán,6162.7,34.24
Đà Nẵng,Liên Chiểu,71.4,2,1,2,8.0,Tây Bắc,Đang chờ sổ,2283.0,31.97
TP.HCM,Gò Vấp,90.7,3,2,4,8.0,Đông Bắc,Sổ đỏ/Sổ hồng,9887.9,109.02
